asset_id,generator,zone,technology,cost_key,installed_capacity,p_min_mw,availability_factor,available_from_year,earliest_commissioning_year,fixed_commissioning_year,commissioning_type,commissioning_year_source,enabled,status,plant,plant_slug,tech,tech_name,plant_type,substation,region,edgs_scenario,edgs_earliest_commissioning_year,edgs_fixed_commissioning_year,topology,requires_hydro_asset,requires_vre_profile,commissioning_policy,builder_version
wind_hawkes_bay_generic_wind_no_70,wind,hawkes_bay,wind,wind_hawkes_bay_generic_wind_no_70,150.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 70,generic_wind_no_70,Wind,Wind,PELE,TUI,Hawke's Bay,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_hawkes_bay_harapaki_wind_farm,wind,hawkes_bay,wind,wind_hawkes_bay_harapaki_wind_farm,176.000000,0.000000,1.000000,2026,,2026,fixed,edgs_year_shifted_after_base_year,True,Under construction,Harapaki wind farm,harapaki_wind_farm,Wind,Wind,PELE,RDF,Hawke's Bay,Reference,,2024,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
hydro_storage_manawatu_whanganui_mangahao,hydro_storage,manawatu_whanganui,hydro_storage,hydro_storage_manawatu_whanganui_mangahao,39.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Mangahao,mangahao,HydSC,"Hydro, schedulable",PELE,MHO,Manawatū-Whanganui,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
solar_manawatu_whanganui_dannevirke_solar_farm,solar,manawatu_whanganui,solar,solar_manawatu_whanganui_dannevirke_solar_farm,65.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_early_stages,True,Early stages,Dannevirke Solar Farm,dannevirke_solar_farm,Solar,Solar,PELE,DVK,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_manawatu_whanganui_foxton_solar_farm,solar,manawatu_whanganui,solar,solar_manawatu_whanganui_foxton_solar_farm,42.000000,0.000000,1.000000,2026,,2026,fixed,edgs_year_shifted_after_base_year,True,Under construction,Foxton solar farm,foxton_solar_farm,Solar,Solar,PELE,BPE,Manawatū-Whanganui,Reference,2025,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_manawatu_whanganui_karioi_solar_farm,solar,manawatu_whanganui,solar,solar_manawatu_whanganui_karioi_solar_farm,100.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year,True,Announced,Karioi solar farm,karioi_solar_farm,Solar,Solar,PELE,TNG,Manawatū-Whanganui,Reference,2026,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_manawatu_whanganui_mangamaire_solar_farm,solar,manawatu_whanganui,solar,solar_manawatu_whanganui_mangamaire_solar_farm,50.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Mangamaire solar farm,mangamaire_solar_farm,Solar,Solar,PELE,LTN,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_manawatu_whanganui_marton_solar_farm_energy_farms_ltd,solar,manawatu_whanganui,solar,solar_manawatu_whanganui_marton_solar_farm_energy_farms_ltd,95.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_applied_for_consent,True,Applied for consent,Marton Solar Farm (Energy Farms Ltd),marton_solar_farm_energy_farms_ltd,Solar,Solar,PELE,MTN,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_manawatu_whanganui_marton_solar_farm_harmony,solar,manawatu_whanganui,solar,solar_manawatu_whanganui_marton_solar_farm_harmony,73.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_applied_for_consent,True,Applied for consent,Marton Solar Farm (Harmony),marton_solar_farm_harmony,Solar,Solar,PELE,MTN,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_manawatu_whanganui_marton_solar_farm,solar,manawatu_whanganui,solar,solar_manawatu_whanganui_marton_solar_farm,41.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Marton solar farm,marton_solar_farm,Solar,Solar,PELE,MTN,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_manawatu_whanganui_palmerston_north_solar_farm,solar,manawatu_whanganui,solar,solar_manawatu_whanganui_palmerston_north_solar_farm,28.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Announced,Palmerston North solar farm,palmerston_north_solar_farm,Solar,Solar,PELE,BPE,Manawatū-Whanganui,Reference,2024,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_generic_wind_no_27,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_generic_wind_no_27,150.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 27,generic_wind_no_27,Wind,Wind,PELE,TWC,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_generic_wind_no_48,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_generic_wind_no_48,150.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 48,generic_wind_no_48,Wind,Wind,PELE,TWC,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_generic_wind_no_82,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_generic_wind_no_82,300.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 82,generic_wind_no_82,Wind,Wind,PELE,TWC,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_generic_wind_no_13,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_generic_wind_no_13,100.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic wind No. 13,generic_wind_no_13,Wind,Wind,PELE,WDV,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_manawatu_wind_meridian,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_manawatu_wind_meridian,200.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_announced,True,Announced,Manawatū Wind (Meridian),manawatu_wind_meridian,Wind,Wind,PELE,LTN,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_mt_munro_wind_farm,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_mt_munro_wind_farm,60.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Applied for consent,Mt Munro wind farm,mt_munro_wind_farm,Wind,Wind,PELE,MGM,Manawatū-Whanganui,Reference,2025,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_ototoka_wind_farm,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_ototoka_wind_farm,150.000000,0.000000,1.000000,2029,2029,,flexible,edgs_earliest_commissioning_year,True,Announced,Ototoka Wind Farm,ototoka_wind_farm,Wind,Wind,PELE,BRK,Manawatū-Whanganui,Reference,2029,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_pahiatua_wind_farm,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_pahiatua_wind_farm,50.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_announced,True,Announced,Pahiatua Wind Farm,pahiatua_wind_farm,Wind,Wind,PELE,MGM,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_project_huriwaka,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_project_huriwaka,250.000000,0.000000,1.000000,2027,2027,,flexible,edgs_earliest_commissioning_year,True,Applied for consent,Project Huriwaka,project_huriwaka,Wind,Wind,PELE,TNG,Manawatū-Whanganui,Reference,2027,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_puketoi_wind_farm,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_puketoi_wind_farm,228.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Puketoi wind farm,puketoi_wind_farm,Wind,Wind,PELE,BPE,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_tararua_stage_1_and_2,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_tararua_stage_1_and_2,68.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Tararua Stage 1 & 2,tararua_stage_1_and_2,Wind,Wind,PELE,LTN,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_tararua_stage_3,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_tararua_stage_3,93.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Tararua Stage 3,tararua_stage_3,Wind,Wind,PELE,WDV,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_te_rere_hau,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_te_rere_hau,45.500000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Te Rere Hau,te_rere_hau,Wind,Wind,PELE,LTN,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_te_rere_hau_expansion,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_te_rere_hau_expansion,38.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Applied for consent,Te Rere Hau (Expansion),te_rere_hau_expansion,Wind,Wind,PELE,LTN,Manawatū-Whanganui,Reference,2024,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_te_rere_hau_repower,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_te_rere_hau_repower,124.500000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Fully consented,Te Rere Hau (Repower),te_rere_hau_repower,Wind,Wind,PELE,LTN,Manawatū-Whanganui,Reference,2024,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_te_apiti,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_te_apiti,90.750000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Te Āpiti,te_apiti,Wind,Wind,PELE,WDV,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_turitea_north,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_turitea_north,118.800000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Turitea North,turitea_north,Wind,Wind,PELE,LTN,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_manawatu_whanganui_turitea_south,wind,manawatu_whanganui,wind,wind_manawatu_whanganui_turitea_south,102.600000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Turitea South,turitea_south,Wind,Wind,PELE,LTN,Manawatū-Whanganui,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
hydro_run_of_river_marlborough_wairau_hydro_expansion,hydro_run_of_river,marlborough,hydro_run_of_river,hydro_run_of_river_marlborough_wairau_hydro_expansion,72.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_potential,True,Potential,Wairau Hydro Expansion,wairau_hydro_expansion,HydRR,"Hydro, run of river",PELE,BLN,Marlborough,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
solar_marlborough_argyle_solar_farm_northern_area,solar,marlborough,solar,solar_marlborough_argyle_solar_farm_northern_area,37.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_applied_for_consent,True,Applied for consent,Argyle Solar Farm - Northern Area,argyle_solar_farm_northern_area,Solar,Solar,PELE,ARG,Marlborough,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_marlborough_argyle_solar_farm,solar,marlborough,solar,solar_marlborough_argyle_solar_farm,28.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year,True,Fully consented,Argyle solar farm,argyle_solar_farm,Solar,Solar,PELE,ARG,Marlborough,Reference,2026,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_marlborough_generic_wind_no_21,wind,marlborough,wind,wind_marlborough_generic_wind_no_21,50.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 21,generic_wind_no_21,Wind,Wind,PELE,BLN,Marlborough,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_marlborough_generic_wind_no_51,wind,marlborough,wind,wind_marlborough_generic_wind_no_51,75.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 51,generic_wind_no_51,Wind,Wind,PELE,BLN,Marlborough,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
hydro_storage_nelson_cobb,hydro_storage,nelson,hydro_storage,hydro_storage_nelson_cobb,32.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Cobb,cobb,HydSC,"Hydro, schedulable",PELE,STK,Nelson,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
solar_nelson_tasman_district_solar_farm,solar,nelson,solar,solar_nelson_tasman_district_solar_farm,130.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_announced,True,Announced,Tasman District solar farm,tasman_district_solar_farm,Solar,Solar,PELE,STK,Nelson,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
diesel_peaker_northland_bream_bay_peaker,diesel_peaker,northland,diesel_peaker,diesel_peaker_northland_bream_bay_peaker,9.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Bream Bay Peaker,bream_bay_peaker,DslPkr,"Peaker, diesel-fired OCGT",PELE,BRB,Northland,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
gas_peaker_northland_generic_ocgt_peaker_5_marsden,gas_peaker,northland,gas_peaker,gas_peaker_northland_generic_ocgt_peaker_5_marsden,100.000000,0.000000,1.000000,2030,2030,,flexible,edgs_earliest_commissioning_year,True,Generic,Generic OCGT peaker: 5 (Marsden),generic_ocgt_peaker_5_marsden,GasPkr,"Peaker, gas-fired OCGT",PELE,MDN,Northland,Reference,2030,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_northland_ngawha_expansion_stage_5,geothermal,northland,geothermal,geothermal_northland_ngawha_expansion_stage_5,25.000000,0.000000,0.850000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Ngāwhā Expansion: Stage 5,ngawha_expansion_stage_5,Geo,Geothermal,PELE,KOE,Northland,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_northland_ngawha_expansion_stage_6,geothermal,northland,geothermal,geothermal_northland_ngawha_expansion_stage_6,25.000000,0.000000,0.850000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Ngāwhā Expansion: Stage 6,ngawha_expansion_stage_6,Geo,Geothermal,PELE,KOE,Northland,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_northland_ngawha_stage_1_and_2,geothermal,northland,geothermal,geothermal_northland_ngawha_stage_1_and_2,28.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Ngāwhā Stage 1 & 2,ngawha_stage_1_and_2,Geo,Geothermal,PELE,KOE,Northland,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_northland_ngawha_stage_3_oec4,geothermal,northland,geothermal,geothermal_northland_ngawha_stage_3_oec4,32.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Ngāwhā Stage 3 (OEC4),ngawha_stage_3_oec4,Geo,Geothermal,PELE,KOE,Northland,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_northland_ngawha_stage_4_oec5,geothermal,northland,geothermal,geothermal_northland_ngawha_stage_4_oec5,32.000000,0.000000,0.850000,2026,2026,,flexible,edgs_earliest_commissioning_year,True,Fully consented,Ngāwhā Stage 4 (OEC5),ngawha_stage_4_oec5,Geo,Geothermal,PELE,KOE,Northland,Reference,2026,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
solar_northland_glorit_solar_farm,solar,northland,solar,solar_northland_glorit_solar_farm,160.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_early_stages,True,Early stages,Glorit solar farm,glorit_solar_farm,Solar,Solar,PELE,WEL,Northland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_northland_lodestone_dargaville,solar,northland,solar,solar_northland_lodestone_dargaville,69.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Fully consented,Lodestone Dargaville,lodestone_dargaville,Solar,Solar,PELE,MPE,Northland,Reference,2025,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_northland_lodestone_kohira_solar_farm,solar,northland,solar,solar_northland_lodestone_kohira_solar_farm,32.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Lodestone Kohira solar farm,lodestone_kohira_solar_farm,Solar,Solar,PELE,KTA,Northland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_northland_maranga_ra_solar_farm,solar,northland,solar,solar_northland_maranga_ra_solar_farm,26.700000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Maranga Rā solar farm,maranga_ra_solar_farm,Solar,Solar,PELE,MDN,Northland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_northland_maungaturoto_solar_farm,solar,northland,solar,solar_northland_maungaturoto_solar_farm,20.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_announced,True,Announced,Maungaturoto solar farm,maungaturoto_solar_farm,Solar,Solar,PELE,MTO,Northland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_northland_pukenui_solar_farm,solar,northland,solar,solar_northland_pukenui_solar_farm,22.000000,0.000000,1.000000,2026,,2026,fixed,assumed_from_status_under_construction,True,Under construction,Pukenui solar farm,pukenui_solar_farm,Solar,Solar,PELE,KTA,Northland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_northland_ruakaka_solar_farm,solar,northland,solar,solar_northland_ruakaka_solar_farm,120.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Applied for consent,Ruakākā solar farm,ruakaka_solar_farm,Solar,Solar,PELE,BRB,Northland,Reference,2024,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_northland_twin_rivers_solar_farm,solar,northland,solar,solar_northland_twin_rivers_solar_farm,24.000000,0.000000,1.000000,2026,2026,,flexible,edgs_fixed_commissioning_year_treated_as_candidate_availability;shifted_after_base_year,True,Fully consented,Twin Rivers solar farm,twin_rivers_solar_farm,Solar,Solar,PELE,KTA,Northland,Reference,,2024,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_northland_wellsford_solar_farm,solar,northland,solar,solar_northland_wellsford_solar_farm,76.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Wellsford solar farm,wellsford_solar_farm,Solar,Solar,PELE,WEL,Northland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_northland_generic_wind_no_18,wind,northland,wind,wind_northland_generic_wind_no_18,300.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 18,generic_wind_no_18,Wind,Wind,PELE,MDN,Northland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_northland_generic_wind_no_37,wind,northland,wind,wind_northland_generic_wind_no_37,75.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 37,generic_wind_no_37,Wind,Wind,PELE,KOE,Northland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_northland_generic_wind_no_75,wind,northland,wind,wind_northland_generic_wind_no_75,100.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 75,generic_wind_no_75,Wind,Wind,PELE,MDN,Northland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_northland_kaiwaikawe,wind,northland,wind,wind_northland_kaiwaikawe,73.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Fully consented,Kaiwaikawe,kaiwaikawe,Wind,Wind,PELE,MPE,Northland,Reference,2024,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
bio_reciprocating_otago_generic_reciprocating_biogas_1_halfway_bush,bio_reciprocating,otago,bio_reciprocating,bio_reciprocating_otago_generic_reciprocating_biogas_1_halfway_bush,10.000000,0.000000,1.000000,2030,2030,,flexible,edgs_earliest_commissioning_year,True,Generic,Generic Reciprocating Biogas: 1 (Halfway Bush),generic_reciprocating_biogas_1_halfway_bush,BioRecip,Reciprocating Biogas engine,PELE,HWB,Otago,Reference,2030,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_peaking_otago_hawea_gates_hydro_plant,hydro_peaking,otago,hydro_peaking,hydro_peaking_otago_hawea_gates_hydro_plant,17.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_consent_lapsed,True,Consent lapsed,Hāwea Gates hydro plant,hawea_gates_hydro_plant,HydPK,"Hydro, peaking",PELE,CML,Otago,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_run_of_river_otago_clutha_river_beaumont_expansion,hydro_run_of_river,otago,hydro_run_of_river,hydro_run_of_river_otago_clutha_river_beaumont_expansion,185.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_potential,True,Potential,Clutha River - Beaumont Expansion,clutha_river_beaumont_expansion,HydRR,"Hydro, run of river",PELE,ROX,Otago,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_run_of_river_otago_clutha_river_luggate_expansion,hydro_run_of_river,otago,hydro_run_of_river,hydro_run_of_river_otago_clutha_river_luggate_expansion,80.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_potential,True,Potential,Clutha River - Luggate expansion,clutha_river_luggate_expansion,HydRR,"Hydro, run of river",PELE,ROX,Otago,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_run_of_river_otago_clutha_river_queensberry_expansion,hydro_run_of_river,otago,hydro_run_of_river,hydro_run_of_river_otago_clutha_river_queensberry_expansion,110.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_potential,True,Potential,Clutha River - Queensberry expansion,clutha_river_queensberry_expansion,HydRR,"Hydro, run of river",PELE,ROX,Otago,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_run_of_river_otago_clutha_river_tuapeka_expansion,hydro_run_of_river,otago,hydro_run_of_river,hydro_run_of_river_otago_clutha_river_tuapeka_expansion,350.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_potential,True,Potential,Clutha River - Tuapeka expansion,clutha_river_tuapeka_expansion,HydRR,"Hydro, run of river",PELE,ROX,Otago,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_storage_otago_clyde_and_roxburgh_hydro_scheme,hydro_storage,otago,hydro_storage,hydro_storage_otago_clyde_and_roxburgh_hydro_scheme,752.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Clyde and Roxburgh hydro scheme,clyde_and_roxburgh_hydro_scheme,HydSC,"Hydro, schedulable",PELE,ROX,Otago,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_storage_otago_waipori_power_scheme,hydro_storage,otago,hydro_storage,hydro_storage_otago_waipori_power_scheme,87.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Waipori power scheme,waipori_power_scheme,HydSC,"Hydro, schedulable",PELE,BWK,Otago,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
solar_otago_generic_solar_101_200mw_35,solar,otago,solar,solar_otago_generic_solar_101_200mw_35,120.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Generic,Generic solar (101-200MW): 35,generic_solar_101_200mw_35,Solar,Solar,PELE,OAM,Otago,Reference,2025,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_otago_generic_solar_200mw+_33,solar,otago,solar,solar_otago_generic_solar_200mw+_33,200.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Generic,Generic solar (200MW+): 33,generic_solar_200mw+_33,Solar,Solar,PELE,HWB,Otago,Reference,2025,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_otago_generic_solar_200mw+_56,solar,otago,solar,solar_otago_generic_solar_200mw+_56,200.000000,0.000000,1.000000,2030,2030,,flexible,edgs_earliest_commissioning_year,True,Generic,Generic solar (200MW+): 56,generic_solar_200mw+_56,Solar,Solar,PELE,SDN,Otago,Reference,2030,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_otago_maniototo_solar_farm,solar,otago,solar,solar_otago_maniototo_solar_farm,300.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_announced,True,Announced,Maniototo solar farm,maniototo_solar_farm,Solar,Solar,PELE,NSY,Otago,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_otago_naseby_solar_farm,solar,otago,solar,solar_otago_naseby_solar_farm,59.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Naseby solar farm,naseby_solar_farm,Solar,Solar,PELE,NSY,Otago,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_otago_generic_wind_no_47,wind,otago,wind,wind_otago_generic_wind_no_47,300.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 47,generic_wind_no_47,Wind,Wind,PELE,ROX,Otago,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_otago_kaihiku_wind_farm,wind,otago,wind,wind_otago_kaihiku_wind_farm,300.000000,0.000000,1.000000,2028,2028,,flexible,edgs_earliest_commissioning_year,True,Early stages,Kaihiku wind farm,kaihiku_wind_farm,Wind,Wind,PELE,KHK,Otago,Reference,2028,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_otago_mahinerangi_stage_2,wind,otago,wind,wind_otago_mahinerangi_stage_2,138.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Mahinerangi (Stage 2),mahinerangi_stage_2,Wind,Wind,PELE,HWB,Otago,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_otago_mahinerangi_1,wind,otago,wind,wind_otago_mahinerangi_1,36.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Mahinerangi 1,mahinerangi_1,Wind,Wind,PELE,HWB,Otago,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
